Goles, Tiros Totales, xG                  , npxG                , xAG                 , xA                  , Acciones_que_crean_tiros, Pases_intentados, Pases_progresivos, Regates_exitosos, Pases_medios_completados, Pases_largos_completados, Pases_en_ultimo_tercio, Pases_al_hueco, Pases_centros, Pases_completados, Valla_no_vencida, Errores_defnsivos_ocasion_tiro, Toques_en_zona_ofensiva, Toques_en_area_rival, %_de_regates_exitosos, Acarreos_ultimo_tercio, Pases_recibidos, Pases_progresivos_recibidos, Centros, Duelos_aereos_ganados, %_de_duelos_aereos_ganados, market_value_million_eur, age_years         , GK, DF, MF, FW, nat_Other, nat_ar ARG, nat_be BEL, nat_br BRA, nat_ch SUI, nat_ci CIV, nat_dk DEN, nat_dz ALG, nat_eng ENG, nat_es ESP, nat_fr FRA, nat_gh GHA, nat_it ITA, nat_ma MAR, nat_ml MLI, nat_ng NGA, nat_nl NED, nat_pt POR, nat_rs SRB, nat_se SWE, nat_sn SEN
    1,            12,  0.7000000000000001 ,  0.7000000000000001 ,  1.2                ,  1.3                ,                       37,              494,                67,                8,                      136,                       26,                     43,              4,            33,               382,                5,                              0,                     206,                   19,    34.845454545454544,                     13,             407,                          46,      33,                    12,         65.9090909090909  ,                     6.0 , 29.246575342465754,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.2                ,  0.2                ,  0.0                ,  0.0                ,                        6,              229,                29,                6,                       69,                       14,                     18,              0,             7,               167,                2,                              0,                      85,                   14,    44.44444444444444 ,                      7,             186,                          14,       7,                    13,         48.65555555555555 ,                     2.0 , 26.673972602739727,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.1                ,  0.1                ,  1.2                ,  0.9                ,                       13,              279,                12,               10,                       77,                       12,                     11,              0,            20,               199,                5,                              1,                     120,                    8,    40.06666666666667 ,                      9,             192,                          26,      20,                     5,         66.66666666666667 ,                     5.0 , 27.813698630136987,  0,  1,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            34,  2.6                ,  2.6                ,  1.2000000000000002 ,  1.0                ,                       44,              706,                70,               30,                      268,                       28,                     52,              2,            18,               558,                8,                              0,                     322,                   44,    67.26428571428572 ,                     32,             640,                          74,      18,                    30,         47.5              ,                     8.0 , 21.89041095890411 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.2                ,  0.2                ,  0.2                ,  0.2                ,                       24,              254,                34,               10,                       76,                       16,                     38,              0,             2,               208,                4,                              0,                      80,                   10,    66.675            ,                     10,             226,                          12,       2,                     6,         36.25             ,                     8.0 , 28.221917808219178,  0,  0,  1,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,             1,  0.1                ,  0.1                ,  0.4                ,  0.6                ,                        6,               64,                 6,                1,                       20,                        4,                      3,              1,             2,                54,                0,                              1,                      38,                    2,    25.0              ,                      4,              60,                          10,       2,                     0,          0.0              ,                     6.0 , 21.660273972602738,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            24,  1.4                ,  1.4                ,  0.8                ,  1.2                ,                       24,              400,                58,                6,                      137,                       43,                     42,              4,            11,               320,                7,                              1,                     133,                   35,    28.79090909090909 ,                     13,             376,                          39,      11,                    10,         38.02727272727273 ,                    15.0 , 26.301369863013697,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True
    2,            13,  1.7                ,  1.7                ,  0.2                ,  0.2                ,                       18,              440,                34,                8,                      139,                       16,                     39,              0,             4,               389,                1,                              1,                     115,                   10,    26.785714285714285,                     15,             383,                          11,       4,                    15,         46.542857142857144,                    32.0 , 22.693150684931506,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True
    1,             5,  0.7                ,  0.7                ,  0.0                ,  0.1                ,                       11,              189,                21,                5,                       68,                        9,                     22,              1,             0,               161,                3,                              0,                      25,                    4,    80.0              ,                      4,             152,                           2,       0,                    11,         83.34             ,                     2.0 , 31.18904109589041 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True
    5,            39,  4.6                ,  3.8                ,  0.6                ,  0.4                ,                       26,              262,                18,                8,                       47,                        5,                     10,              0,            20,               177,                5,                              0,                     226,                   71,    34.89375          ,                     10,             280,                          88,      20,                    15,         26.006249999999998,                     6.0 , 27.34794520547945 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , True      , False     , False     , False     , False     , False     , False     , False     , False
    2,            17,  1.4                ,  1.4                ,  0.5                ,  0.8                ,                       37,              338,                34,                9,                       98,                       23,                     24,              0,            21,               274,                5,                              0,                     164,                   26,    24.211111111111112,                     19,             307,                          57,      21,                    10,         52.77777777777778 ,                    25.0 , 20.443835616438356,  0,  1,  0,  1, False    , False     , False     , False     , False     , False     , True      , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,             3,  0.1                ,  0.1                ,  0.1                ,  0.1                ,                        9,              190,                17,                4,                       58,                       11,                     12,              1,            12,               145,                1,                              0,                      52,                    6,    28.339999999999996,                      4,             144,                           9,      12,                     5,         60.0              ,                     6.0 , 24.32054794520548 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , True      , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.0                ,  0.0                ,  0.0                ,  0.1                ,                        6,               58,                 5,                2,                       15,                        0,                      1,              1,             8,                41,                0,                              0,                      51,                    4,    31.25             ,                      6,              60,                          14,       8,                     2,         33.325            ,                     0.8 , 20.013698630136986,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        0,               56,                 4,                1,                       22,                        3,                      1,              0,             1,                48,                1,                              0,                       9,                    2,    33.3              ,                      1,              36,                           2,       1,                     1,         33.3              ,                     3.0 , 19.583561643835615,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        1,              126,                 2,                2,                       62,                        8,                     11,              1,             0,               114,                2,                              0,                       8,                    3,   100.0              ,                      1,             105,                           0,       0,                     3,        100.0              ,                    32.0 , 27.893150684931506,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        0,                4,                 0,                0,                        0,                        1,                      0,              0,             0,                 1,                0,                              0,                       1,                    0,     0.0              ,                      0,               5,                           0,       0,                     2,        100.0              ,                     0.5 , 23.03013698630137 ,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.6000000000000001 ,  0.6000000000000001 ,  1.5999999999999999 ,  1.8                ,                       24,              332,                24,                2,                       92,                       28,                     14,              2,            28,               228,                6,                              2,                     124,                   10,     6.659999999999999,                     18,             236,                          28,      28,                     4,         40.0              ,                     1.8 , 24.90684931506849 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    5,            32,  5.4                ,  3.1                ,  3.7                ,  3.9                ,                       64,              512,                53,               11,                      123,                       53,                     27,              1,            39,               421,                1,                              0,                     319,                   66,    29.75714285714286 ,                     34,             509,                          94,      39,                     6,         27.37857142857143 ,                     8.0 , 31.293150684931508,  0,  0,  1,  1, False    , True      , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             5,  0.2                ,  0.2                ,  1.0                ,  1.8000000000000003 ,                       37,              633,                65,                7,                      206,                       57,                     78,              3,            15,               551,                2,                              0,                     220,                   10,    52.0875           ,                     20,             536,                          33,      15,                     4,         50.0              ,                   140.0 , 22.457534246575342,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             4,  0.2                ,  0.2                ,  0.1                ,  0.0                ,                        5,              107,                 7,                3,                       31,                        4,                      6,              1,             9,                86,                0,                              0,                      46,                    6,    50.0              ,                      2,              85,                          12,       9,                     1,         20.0              ,                     1.0 , 37.70958904109589 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            14,  0.6000000000000001 ,  0.6000000000000001 ,  0.30000000000000004,  0.2                ,                       13,              201,                28,                8,                       47,                       11,                     22,              0,            15,               156,                2,                              0,                      80,                    4,    64.28571428571429 ,                     12,             162,                          18,      15,                     3,         35.714285714285715,                     3.0 , 26.942465753424656,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.2                ,  0.2                ,  0.0                ,  0.0                ,                        2,               18,                 2,                2,                        4,                        0,                      2,              0,             0,                14,                2,                              0,                       8,                    2,   100.0              ,                      2,              16,                           4,       0,                     0,          0.0              ,                     5.0 , 18.646575342465752,  0,  1,  0,  0, False    , False     , False     , True      , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            37,  2.5                ,  2.5                ,  4.6000000000000005 ,  2.2                ,                       59,              618,                39,               27,                      181,                       38,                     19,              0,            89,               487,                4,                              0,                     498,                   74,    25.717391304347824,                     46,             573,                         158,      89,                    12,         27.895652173913046,                    50.0 , 25.21095890410959 ,  0,  1,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.30000000000000004,  0.4                ,                       12,              155,                 5,                1,                       33,                       12,                      5,              1,            21,               108,                1,                              0,                      62,                    2,    16.65             ,                      3,              99,                           9,      21,                     0,          0.0              ,                    38.0 , 25.484931506849314,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.4                ,  0.1                ,                       12,              159,                10,                3,                       45,                        9,                      8,              0,             9,               115,                3,                              1,                      44,                    5,    50.0              ,                      4,             115,                          15,       9,                     4,         66.675            ,                     5.0 , 27.12054794520548 ,  0,  1,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,             2,  0.4                ,  0.4                ,  0.0                ,  0.0                ,                        1,                8,                 1,                1,                        0,                        2,                      1,              0,             0,                 4,                0,                              0,                       4,                    2,    50.0              ,                      0,               8,                           0,       0,                     1,         25.0              ,                     1.2 , 32.52876712328767 ,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             8,  0.30000000000000004,  0.30000000000000004,  0.0                ,  0.1                ,                        3,              305,                31,                5,                       90,                       10,                     30,              0,            24,               248,                3,                              0,                     102,                    5,    60.0              ,                     12,             225,                          22,      24,                    11,         80.34             ,                    30.0 , 27.26027397260274 ,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            18,  1.3                ,  1.3                ,  0.9                ,  1.6                ,                       19,              237,                31,                5,                       76,                       16,                     10,              0,            28,               188,                0,                              0,                     177,                   18,    41.666666666666664,                      3,             218,                          38,      28,                     0,          0.0              ,                   100.0 , 24.95068493150685 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.7                ,  0.7                ,  0.7                ,  0.8                ,                        6,               51,                 7,                2,                       22,                        3,                      5,              1,             2,                44,                2,                              0,                      18,                    4,    37.5              ,                      0,              46,                           5,       2,                     2,         37.5              ,                    10.0 , 28.915068493150685,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , True      , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.4                ,  0.4                ,  1.8                ,  1.6                ,                       26,              694,                52,                8,                      280,                       46,                     40,              4,             4,               632,                6,                              0,                     100,                   22,    56.660000000000004,                      2,             628,                          12,       4,                     6,         33.339999999999996,                    20.0 , 29.726027397260275,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , True      , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.1                ,  0.1                ,  0.0                ,  0.0                ,                        0,              143,                 6,                0,                       55,                        7,                      9,              2,             0,               130,                2,                              0,                       7,                    1,     0.0              ,                      3,             123,                           0,       0,                     3,         43.35             ,                    28.0 , 24.621917808219177,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            12,  1.0                ,  1.0                ,  0.0                ,  0.6000000000000001 ,                        8,              326,                40,                6,                      126,                       44,                     28,              0,             8,               290,                4,                              0,                      68,                   18,    75.0              ,                     10,             266,                          10,       8,                     2,         33.333333333333336,                     6.0 , 31.904109589041095,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.0                ,  0.0                ,  0.0                ,  0.2                ,                        2,              164,                14,                8,                       50,                       12,                     12,              0,            12,               128,                0,                              0,                      64,                    2,    38.9              ,                      2,             124,                          10,      12,                     2,         16.666666666666668,                     0.2 , 37.95616438356164 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.1                ,  0.1                ,                        2,               61,                 7,                1,                       18,                        3,                      7,              0,             3,                52,                1,                              0,                      17,                    1,    33.3              ,                      5,              47,                           2,       3,                     1,         50.0              ,                    10.0 , 30.649315068493152,  0,  0,  1,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             4,  0.4                ,  0.4                ,  0.0                ,  0.2                ,                        4,              102,                 6,                2,                       16,                        2,                      2,              2,             0,                76,                2,                              0,                      20,                    6,    50.0              ,                      0,              72,                           4,       0,                     4,         35.0              ,                     4.0 , 27.75890410958904 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.0                ,  0.0                ,  0.1                ,  0.2                ,                        6,              157,                20,                1,                       52,                        8,                     16,              0,             5,               133,                1,                              0,                      26,                    0,    20.0              ,                      2,             101,                           3,       5,                     2,         26.660000000000004,                     5.0 , 25.21095890410959 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             7,  0.5                ,  0.5                ,  1.0                ,  0.5                ,                       10,              116,                 5,               10,                       15,                        4,                      3,              0,             5,                85,                0,                              0,                     103,                   19,    47.57272727272727 ,                      6,             129,                          32,       5,                     6,         36.36363636363637 ,                     2.5 , 25.660273972602738,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True      , False
    0,             4,  0.6000000000000001 ,  0.6000000000000001 ,  0.30000000000000004,  0.1                ,                       10,               45,                 4,                1,                        8,                        2,                      2,              0,             5,                33,                1,                              0,                      37,                    8,    11.1              ,                      1,              45,                          19,       5,                     3,         38.9              ,                     1.8 , 33.010958904109586,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        0,                2,                 0,                0,                        0,                        0,                      0,              0,             0,                 2,                0,                              0,                       0,                    0,     0.0              ,                      0,               2,                           0,       0,                     0,          0.0              ,                     0.05, 17.715068493150685,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.6000000000000001 ,  0.8                ,                       14,              244,                40,                2,                       90,                       18,                     38,              0,            14,               208,                2,                              0,                      86,                    2,    12.5              ,                     24,             196,                          18,      14,                     2,         25.0              ,                     7.0 , 29.65753424657534 ,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            18,  0.8                ,  0.8                ,  0.7999999999999999 ,  0.8                ,                       32,              616,                42,                4,                      216,                       32,                     20,              0,            30,               498,                4,                              2,                     248,                   24,    21.428571428571427,                     12,             538,                          88,      30,                     6,         35.714285714285715,                    15.0 , 22.89041095890411 ,  0,  1,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            12,  1.2                ,  1.2                ,  1.0                ,  0.6                ,                       38,              458,                44,               28,                      128,                       30,                     30,              6,            18,               330,                8,                              0,                     170,                   24,    49.7              ,                     32,             396,                          46,      18,                    16,         47.72727272727273 ,                     2.5 , 19.454794520547946,  0,  1,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            15,  1.5                ,  1.5                ,  0.0                ,  0.2                ,                        7,              108,                14,                1,                       31,                        5,                     11,              0,             4,                79,                2,                              0,                      58,                   15,    12.5              ,                      3,             115,                          18,       4,                     7,         49.9875           ,                     0.8 , 27.904109589041095,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    4,            33,  3.3                ,  3.3                ,  5.1000000000000005 ,  3.7                ,                       60,              425,                40,               32,                      128,                       19,                     15,              3,            21,               320,                1,                              0,                     300,                   82,    43.09444444444445 ,                     33,             473,                         132,      21,                    23,         56.76111111111111 ,                    70.0 , 25.9013698630137  ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False
    0,             2,  0.2                ,  0.2                ,  0.0                ,  0.0                ,                        4,               50,                 8,                2,                       14,                        2,                      8,              0,             0,                34,                2,                              0,                      26,                    4,    50.0              ,                      2,              54,                          10,       0,                     8,         80.0              ,                     0.8 , 22.052054794520547,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.3                ,  0.3                ,  0.0                ,  0.1                ,                        5,               46,                 2,                4,                       10,                        1,                      0,              0,             5,                33,                0,                              0,                      49,                   13,    40.0              ,                      5,              45,                          17,       5,                     1,         50.0              ,                    10.0 , 30.18904109589041 ,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        0,               10,                 0,                1,                        7,                        0,                      0,              0,             0,                 9,                0,                              0,                       0,                    0,   100.0              ,                      0,               9,                           0,       0,                     1,        100.0              ,                     1.0 , 22.32054794520548 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            14,  1.5                ,  1.5                ,  2.8                ,  0.9                ,                       26,              247,                24,               14,                       60,                       18,                     26,              4,            24,               170,                2,                              0,                     135,                   15,    47.78333333333333 ,                      6,             215,                          22,      24,                     8,         43.75             ,                     4.0 , 24.5972602739726  ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
   12,            39, 10.1                ,  7.7                ,  1.5                ,  1.0                ,                       37,              240,                21,               18,                       48,                        1,                      7,              2,             8,               167,                2,                              0,                     226,                   94,    27.572727272727274,                     12,             311,                         109,       8,                    16,         34.24545454545454 ,                    30.0 , 26.46849315068493 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.6000000000000001 ,  0.6000000000000001 ,  0.1                ,  0.0                ,                        6,               67,                 2,                3,                       13,                        0,                      2,              0,             1,                46,                2,                              0,                      62,                   19,    33.32857142857143 ,                      1,              77,                          17,       1,                    12,         47.385714285714286,                     1.5 , 27.367123287671234,  0,  0,  0,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            10,  0.6000000000000001 ,  0.6000000000000001 ,  0.9                ,  1.9000000000000001 ,                       24,              442,                27,                9,                      133,                       21,                     15,              0,            62,               341,                4,                              0,                     217,                   23,    65.0              ,                     24,             341,                          73,      62,                    10,         44.17             ,                    24.0 , 24.986301369863014,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , True      , False     , False     , False     , False     , False     , False     , False     , False
    5,            33,  4.6000000000000005 ,  3.8000000000000003 ,  3.0                ,  2.7                ,                       45,              461,                43,               20,                      102,                       36,                     32,              6,            67,               332,                4,                              0,                     331,                   54,    57.73636363636364 ,                     17,             414,                         111,      67,                     7,         63.63636363636363 ,                    90.0 , 28.424657534246574,  0,  0,  1,  1, False    , False     , False     , True      , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
